,Sr. No.,Date (dd/mm/yyyy),Startup Name,Industry/ Vertical,Sub-Vertical,City / Location,Investors’ Name,Investment Type,Amount (in USD)
200,6,27/10/2020,Origo,AgriTech,Agricultural Commodities Management,Gurgaon,Northern Arc Capital,Debt ,"4,700,000"
201,7,27/10/2020,Origo,Advertising,Online Video Editing,Mumbai,Sequoia Capital India,Series A,"15,000,000"
202,8,15/10/2020,Treebo Hotels,Hospitality,Budget Hospitality Chain,Bangalore,"Matrix Partners India, SAIF Partners, Ward Ferry Management and Bertelsmann India",,"6,000,000"
203,9,26/10/2020,Hubilo,Information Technology,Virtual Events Platform,"Wilmington, Delaware, United States",Lightspeed Venture Partners,Seed,"4,500,000 "
204,10,28/10/2020,CredAble,FinTech,Supply Chain Finance,Mumbai,Oaks Asset Management and V’Ocean Investment,Follow-On,"4,500,000"
205,11,21/10/2020,Pocket FM,Information Technology,Audiobook & Podcast App,Bangalore,"Tencent, Times Group and Lightspeed India",Series A,"5,500,000"
206,12,04/08/2020,InVideo,Technology,Video Editor,Bangalore,Sequoia India,Series A,"15,000,000"
207,1,08/09/2020,Byju’s,EduTech,Online Tutoring,Bangalore,"Silver Lake, Tiger Global, General Atlantic and Owl Ventures
",Private Equity,"500,000,000"
208,2,12/09/2020,mCaffeine,Personal Care,Skincare & Haircare,Mumbai,"Amicus Capital Private Equity I LLP, Amicus Capital Partners India Fund I and RP-SG Venture Fund 1",Series B,"3,000,000
"
209,3,09/09/2020,Qshala,EduTech,Online Curiosity Platform for Kids,Bangalore,Rainmatter Capital,Angel,"370,000"
210,4,02/09/2020,Winzo,Online Gaming,Online Gaming,New Delhi,"Kalaari Capital Partners, IndigoEdge Management Consultancy",Series B,"15,500,000"
211,5,09/09/2020,Hippo Video,Video Customer Experience(CX) Platform,Video Customer Experience(CX) Platform,"Newark, Delaware, United States of Amercia","Alpha Wave Incubation, Exfinity Venture Partners and existing backers. 
",Series A,"4,500,000"
212,6,07/09/2020,Melorra,E-commerce,"Online Jewelry Store
",Bangalore,"Shadow Holdings, Lightbox.",Debt Financing,"upto 8,900,000"
213,7,07/09/2020,1mg,E-commerce,Online Pharmacy,Gurgaon,"Gaja Capital, Tata Capital, Partners Group",In Progress,"100,000,000"
214,8,31/08/2020,mfine,HealthTech,On-Demand Healthcare Services,Bangalore,Caretech Pte Inc,Series B,"5,400,000"
215,9,31/08/2020,Apna,Human Resources,Recruitment Platform,Bangalore,Lightspeed India and Sequoia Capital India,Series A,"8,000,000 "
216,10,03/09/2020,Railofy,Transportation, WL & RAC protection platform,Mumbai,Chiratae Ventures,Seed,"950,000"
217,11,08/09/2020,Cell Propulsion,Automobile,Electric Mobility Solutions,Bangalore,growX Ventures and Micelio,pre-Series A,NA
218,1,15/08/2020,Practo,HealthTech,Health care and Wellness,Bangalore,"A1A Company
",Series F,"32,000,000"
219,2,13/08/2020,Medlife,E-commerce,Online Pharmacy,Bangalore,Prasid Uno Family Trust and SC Credit Fund,,"23,000,000
"
220,3,13/08/2020,"HungerBox
",FoodTech,Online Food Delivery Service,Bangalore,"One97, Sabre Partners Trust, Pratithi Investment Trust, and Srihari Kumar",Series D1,"1,560,000"
221,4,04/08/2020,Dunzo,Hyper-local Logistics,Online Delivery Services,Bangalore,Existing Backers,In Progress,"30,000,000"
222,5,11/08/2020,Terra.do,EduTech,"Online Climate School, E-learning","Stanford, California, ","Stanford Angels and Entrepreneurs (India), BEENEXT Emerging Asia, Rainmatter Capital

",Seed,"1,400,000"
223,6,12/08/2020,Classplus,EduTech,"E-learning, Online Tutoring

",Noida,Falcon Edge,In Progress,"upto 15,000,000"
224,7,14/08/2020,Niyo,FinTech,Financial Services,Bangalore,Niyo Solutions Inc.,,"6,000,000"
225,8,10/08/2020,ZestMoney,FinTech,Financial Services,Bangalore,Primrose Hills Ventures,,"10,670,000"
226,9,07/08/2020,FreshToHome,E-commerce,Food Delivery,Bangalore,Ascent Capital,Venture ,"16,200,000 "
227,10,13/08/2020,Eduvanz,FinTech,Financial Services,Mumbai,"Sequoia India, Unitus",Series A,"5,000,000"
228,11,03/08/2020,CrowdPouch,FinTech,Financial Services,Bangalore,Elina Investments Pvt. Ltd,Angel,NA
229,12,04/08/2020,DrinkPrime,Water Purification,Water Purification,Bangalore,"Sequoia Surge, ON Mauritius",Pre-Series A,"2,880,000"
230,1,15/07/2020,Flipkart,E-commerce,E-commerce,Bangalore,"Walmart Inc
",M&A,"1,200,000,000"
231,2,16/07/2020,Vedantu,EduTech,Online Tutoring,Bangalore,Coatue Management,Series D,"100,000,000
"
232,3,16/07/2020,Crio,EduTech,Learning Platform for Developers,Bangalore,021 Capital,pre-Series A,"934,160"
233,4,14/07/2020,goDutch,FinTech,Group Payments,Mumbai,"Matrix India,Y Combinator, Global Founders Capital, Soma Capital, and VentureSouq.",Seed,"1,700,000"
234,5,13/07/2020,"Mystifly
",Airfare Marketplace," Ticketing, Airline Retailing, and Post-Ticketing Services ",Singapore and Bangalore,"Recruit Co. Ltd.

",pre-Series B,"3,300,000"
235,6,09/07/2020,JetSynthesys,Gaming and Entertainment,"Gaming and Entertainment

",Pune,"Adar Poonawalla and Kris Gopalakrishnan.
",Venture-Series Unknown,"400,000"
236,7,10/07/2020,"gigIndia
",Marketplace,"Crowd Sourcing, Freelance",Pune,Incubate Fund India and Beyond Next Ventures,pre-Series A,"974,200"
237,8,15/07/2020,PumPumPum,Automotive Rental,Used Car-leasing platform,Gurgaon,Early Adapters Syndicate,Seed,"292,800"
238,9,14/07/2020,FLYX,OTT Player,Streaming Social Network,New York and Delhi,"Raj Mishra, founder of AIT Global Inc",pre-Seed,"200,000 "
239,10,13/07/2020,Open Appliances Pvt. Ltd.,Information Technology,Internet-of-Things Security Solutions,Bangalore,Unicorn India Ventures,Venture-Series Unknown,"500,000"
240,1,18/06/2020,Drishti Technologies,Technology,"Artificial Intelligence, Video Analytics",Mumbai,"Sozo Ventures
",Series B,"25,000,000"
241,2,17/06/2020,Stellaps,AgriTech,"Farming, Dairy Management Apps",Bangalore,"Stride Ventures
",Debt Financing,"NA
"
242,3,17/06/2020,"Peppermint
",Industrial Robotics,Industrial Robotics,Mumbai,Venture Catalysts and Naveen Kshatriya,Seed,NA
243,4,16/06/2020,Jai Kisan,Rural FinTech,"AgriTech, Financial Services",Mumbai,Arkam Ventures and NABVENTURES Fund I,Pre-Series A,"3,934,941"
244,5,16/06/2020,"Biomoneta
",BioTech,"HealthTech, Biotechnology Research",Bangalore,"Beyond Next Ventures, ArthaVida Ventures and Dr. Aniruddha Malpani
",Seed,NA
245,6,15/06/2020,Sai Estate Management and Skills Institute,EdTech,"Education

",Mumbai,"Suniel Shetty
",Angel,NA
246,7,15/06/2020,"LetsTransport

",Logistics Solution Provider,"Logistics, Transportation, Travel",Bangalore,Stride Ventures,Venture - Series Unknown,"1,311,647"
247,8,10/06/2020,WayCool Foods,AgriTech,Food and Beverage,Chennai,Indusland Bank,Series C,"5,500,000"
248,9,11/06/2020,Myelin Foundry,Deep Tech AI,Artificial Intelligence,Bangalore,"Kris Gopalakrishnan’s family office — Pratithi.
",Seed,"1,000,000"
249,10,10/06/2020,Hapramp,"Block Chain, Cryptocurrency","Block Chain, Cryptocurrency",Gurugram,Anand Mahindra,Seed,"1,000,000"
250,1,21/05/2020,leap.club,Professional Network for Women,Professional Network for Women,Gurugram,"Whiteboard Capital (Sandeep Tandon’s VC fund), FirstCheque, Artha India Ventures, Sweta Rau (Founder, White Ventures), Amrish Rau (CEO Pinelabs, Founder Citrus Pay), Deepak Abbot (Former SVP, Paytm), and Harpreet Singh Grover (Co-founder, Co-Cubes) and others.
",Pre Seed,"340,000"
251,2,20/05/2020,Tring,Advertising,Celebrity Engagement Platform,Mumbai,"Tencent, Ark Impact, KoKalyan Krishnamurthy of Flipkart, Sujeet Kumar of Udaan, Gaurav Munjal of Unacademy, Keshav Sanghi of VentureWorks India, Roman Saini of Unacademy, Hemesh Singh of Unacademy, and Sumit Jain of Opentalk amongst others. 
",Angel,"NA
"
252,3,20/05/2020,"Khatabook
",Utility Solutions Provider,"Financial Services, Accounting, Payments. ",Bangalore,"B Capital Group, Sequoia India, Partners of DST Global, Tencent, GGV, RTP Global, Hummingbird Ventures, Falcon Edge Capital, Rocketship.vc, Unilever Ventures, Kevin Weil, Alexander Will, Kunal Shah, Kunal Bahl, and Rohit Bansal


",Series B,"60,000,000"
253,4,19/05/2020,Vakilsearch,LegalTech,"Online professional services platform for lawyers, corporate bodies, and professionals in India.",Chennai,"Udaan co-founder, Sujeet Kumar",Series A,NA
254,5,19/05/2020,"Lendingkart
",FinTech,"Financial Services, Lending, Micro Lending.",Ahmedabad,"Fullerton Financial Holdings Pte Ltd (FFH) and Bertelsmann India Investments, Sistema Asia Fund and India Quotient. 
",Series D,"42,000,000"
255,6,21/05/2020,No Worry No Tension Healthcare (NWNT),Healthcare,"Emotional health and mental health wellness

",New Delhi,"Amit Burman, Chairman of Dabur India,
",Pre Series A,NA
256,7,05/05/2020,"Classplus

",EduTech,"e-learning, education solutions.",Noida,"RTP Global, lume Ventures, Sequoia Capital India's Surge, Spiral Ventures, and Strive.",Series A,"9,000,000"
257,8,11/05/2020,Nykaa,E-commerce,Cosmetic and Beauty Products,Mumbai,Steadview Capital,Series F,"8,800,000"
258,9,13/05/2020,Magicpin,E-commerce,E-commerce,Gurugram,"Lightspeed Venture Partners, along with the participation of Moonstone Investments, WaterBridge Venture, The Bunting Family Private Fund, and Srivatsan Rajan
",Series C,"4,000,000"
259,10,18/05/2020,LetsTransport,Logistics Solution Provider,"Logistics, Transportation, Travel",Bangalore,InnoVen Capital,Venture - Series Unknown,"1,700,000"
260,1,09/04/2020,Vedantu,EduTech,Online Tutoring,Bengaluru,Legend Capital,Series C1,"12,560,000"
261,2,06/04/2020,Swiggy,Online Food Delivery,Online Food Delivery,Bengaluru,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, and Mirae Asset Capital Markets
",Series 1,"43,000,000
"
262,3,08/04/2020,"Zupee
",Gaming,Gaming,Gurugram,"Matrix Partners India, Falcon Edge Capital, WestCap Group, Orios Venture Partners and Smile Group

",Series A,"8,000,000"
263,4,07/04/2020,DeHaat,AgriTech,AgriTech,Patna,"Sequoia Capital India, FMO, Omnivore and AgFunder.",Series A,"12,000,000"
264,5,15/04/2020,"BigBasket
",E-commerce,Online Grocery Delivery,Bengaluru,Alibaba Group,Debt Financing,"50,000,000"
265,6,08/04/2020,Fingerlix,Food Delivery,Ready-to-Cook Food,Mumbai,"Accel, Zephyr Peacock, Swiggy, and RB Investments
",Series C,"1,800,000"
266,7,31/03/2020,"Nykaa

",E-commerce,Cosmetic and Beauty Products,Mumbai, Steadview Capital,Series F,"13,000,000"
267,8,02/04/2020,Recko,Digital Reconcilation and Financial Services,AI-powered Reconciliation of Digital Transactions ,Bengaluru,Vertex Ventures Southeast Asia and India and Prime Venture Partners,Series A,"6,000,000"
268,1,04/03/2020,Soxytoes,E-commerce,Socks,Noida,Angel Networks,Angel,NA
269,2,02/03/2020,Chqbook.com,Finance,Financial Services,Gurugram,Aavishkaar Capital,Series A,"5,000,000
"
270,3,06/03/2020,"Paperboat
",E-commerce,Beverages and Snacks,Bengaluru,"Advent Management, A91 Emerging Fund, and Trifecta Venture.

",Debt Financing,"4,000,000"
271,4,13/03/2020,CollegeKhabri,EduTech,Education,Bhopal,Vdiec Global,Angel,NA
272,5,12/03/2020,"FamPay
",Finance,Online Payment,Bengaluru,"Y Combinator, Venture Highway, Sequoia India, and GFC (Global Founders Capital). ",Seed,"4,700,000"
273,6,12/03/2020,MultiLiving,Real Estate,Home Renting and Management ,Mumbai,Lodha Ventures,Series A,"6,000,000"
274,7,12/03/2020,"Ola Electric
",Transport,Cab and Bike Taxi,Bengaluru,Pawan Munjal Family Trust,Series B,"1,000,000"
275,8,12/03/2020,Mera Kisan ,Food Production,Organic Products,Pune,Ajinkya Rahane,Private Equity,NA
276,1,03/02/2020,1mg,E-commerce,Medicine,Gurugram,Bill & Melinda Gates Foundation ,Venture Series,"10,000,000"
277,2,03/02/2020,RACEnergy,Transportation,Electric Vehicle,Hyderabad,GrowX Ventures,Seed,"NA
"
278,3,31/01/2020,"Adonmo
",Advertising,Advertising,Hyderabad,BAce Capital,Pre-Series A,"3,000,000"
279,4,31/01/2020,DoubtNut,Education,Online Tutoring,Gurugram,Tencent Holdings,Series A,"15,000,000"
280,5,30/01/2020,MultiplyMyLeads,Real Estate,Real Estate,New Delhi,Frontline Strategy Funds and SucSEED Venture Partners.,Venture Series,NA
281,6,03/02/2020,Embibe,EduTech,AI based learning,Mumbai,Reliance Industries Limited (RIL),Venture Series,"12,625,020"
282,7,10/02/2020,"FirstCry
",E-commerce,Baby Products,Pune,Softbank Vision Fund,Series E,"296,000,000"
283,8,10/02/2020,Pepperfry,E-commerce,Furniture,Mumbai,Pidilite Industries,Series F,"37,000,000"
284,9,18/02/2020,MaxWholesale,E-commerce,B2B platform for groceries,New Delhi,IAN Fund and Al Falaj Investment Co,Series A,"3,000,000"
285,10,06/02/2020,Dot,Information Technology and Services,Information Technology and Services,Gurgaon,PayU and Fosun RZ Capital,Seed,"8,000,000"
286,11,05/02/2020,AlphaVector,Transport,Bicycles,Mumbai,Avaana Capital and Titan Capital,Venture Series ,NA
287,12,05/02/2020,WizKlub,EduTech,Online Tutoring,Bangalore,Incubate Fund India and Insitor Impact Asia Fund,Seed,"1,000,000"
288,13,14/02/2020,Friyey,Co-working Spaces,Co-working Spaces,Pune,Tarun Bhalla,Seed,NA
289,14,14/02/2020,Simsim,E-commerce,E-commerce,New Delhi,Accel Partners,Series B,"8,000,000"
290,15,11/02/2020,Moengage,Intelligent Marketing Cloud,Intelligent Marketing Cloud,San Francisco/ Bangalore,Eight Roads Ventures,Series C,"25,000,000"
291,16,11/02/2020,Chaayos,Cafe,Tea,New Delhi,"Think Investment, Tiger Global, SAIF Partners, Integrated Capital and Neeraj Arora and Innoven Capital

",Series B,"21,500,000"
292,17,19/02/2020,Unacademy,EduTech,Online Tutoring,Bangalore,"General Atlantic, Sequoia Capital India, and Facebook",Series D,"110,000,000"
293,1,09/01/2020,BYJU’S,E-Tech,E-learning,Bengaluru,Tiger Global Management,Private Equity Round,"200,000,000"
294,2,13/01/2020,Shuttl,Transportation,App based shuttle service,Gurgaon,Susquehanna Growth Equity,Series C,"8,048,394"
295,3,09/01/2020,Mamaearth,E-commerce,Retailer of baby and toddler products,Bengaluru,Sequoia Capital India,Series B,"18,358,860"
296,4,02/01/2020,https://www.wealthbucket.in/,FinTech,Online Investment,New Delhi,Vinod Khatumal,Pre-series A,"3,000,000"
297,5,02/01/2020,Fashor,Fashion and Apparel,Embroiled Clothes For Women,Mumbai,Sprout Venture Partners,Seed Round,"1,800,000"
298,6,13/01/2020,Pando,Logistics,"Open-market, freight management platform",Chennai,Chiratae Ventures,Series A,"9,000,000"
299,7,10/01/2020,Zomato,Hospitality,Online Food Delivery Platform,Gurgaon,Ant Financial,Private Equity Round,"150,000,000"
300,1,12/12/2019,Ecozen,Technology,Agritech,Pune,Sathguru Catalyzer Advisors,Series A,"6,000,000"
301,2,06/12/2019,CarDekho,E-Commerce,Automobile,Gurgaon,Ping An Global Voyager Fund,Series D,"70,000,000"
302,3,3/12/2019,Dhruva Space,Aerospace,Satellite Communication,Bengaluru,"Mumbai Angels, Ravikanth Reddy",Seed,"50,000,000"
303,4,13/12/2019,Rivigo,Technology,Logistics Services and Solutions,Gurgaon,"SAIF Partners, Spring Canter Investment Ltd.",Series F,"20,000,000"
304,5,17/12/2019,Healthians,B2B-focused foodtech startup,Food Solutions For Corporate,Bengaluru,"Paytm, NPTK, Sabre Partners and Neoplux",Series C,"12,000,000"
305,6,16/12/2019,Licious,E-Commerce,Online Meat And Seafood Ordering Startup,Bengaluru,Vertex Growth Fund,Series E,"30,000,000"
306,7,16/12/2019,InCred,Finance,Non-Banking Financial Company,Mumbai,,Debt Funding,"5,900,000"
307,8,14/12/2019,Trell,Video,Experience Discovery Platform,Bengaluru,Ruizheng Investment,Seed Round,"2,000,000"
308,9,11/12/2019,Rein Games,Gaming,Real money based gaming startup,Noida,Manipal Education and Medical Group (MEMG),Seed Round,"50,000,000"
309,10,20/12/2019,Lenskart.com,E-Commerce,Online Eyewear Shopping Portal,Faridabad,SoftBank Vision Fund,Series G,"231,000,000"
310,1,13/11/2019,Freshworks,Software,Business and customer engagement tools,San Francisco,"Sequoia, CapitalG, Accel",Series H,"15,000,0000"
311,2,14/11/2019,Misters,Health and wellness,Men's Health and Wellness brand,Gurgaon,"Sauce.vc, Rainforest Ventures",Series B,"486,000"
312,3,13/11/2019,Sunstone Eduversity Pvt. Ltd,Education,Elearning,Gurgaon,"Prime Venture Partners, LetsVenture, PS1 Venture and GlobalLogic co-founder Rajul Garg",Seed,"1,500,000"
313,4,17/11/2019,Burger Singh,Food and Beverage,Indian Burger Brand,Gurgaon,RB Investments,Venture,undisclosed
314,5,18/11/2019,Healthians,Health and Wellness,Healthcare services ,Gurgaon,"DG Daiwa Ventures, DG Incubation",Series B,"12,000,000"
315,6,15/11/2019,Ninjacart,B2B Marketing,Agritech ,Bengaluru,Trifecta Capital Advisors,Debt Funding,"26,000,000"
316,7,20/11/2019,Aye Finance ,FinTech,Financial Services To MSMEs,Gurgaon,FinTech,Debt Funding,"17,411,265"
317,8,12/11/2019,SuperGaming ,Video Games,Social gaming platform,Pune,Dream Incubator,Seed Funding,"1,300,000"
318,9,20/11/2019,Clumio,SaaS,Recovery software,"San Jose,","Altimeter Capital, Sutter Hill Ventures",Series C,"135,000,000"
319,10,11/11/2019,eBikeGo,Last Mile Transportation,Electric bike rental,Amritsar,Startup Buddy,Seed,"300,000"
320,11,19/11/2019,Digital Mall Asia,E-Commerce,Virtual e-commerce platform,Delhi,Amour Infrastructure,Seed Funding,"220,000,000"
321,12,18/11/2019,Medikabazaar,Healthcare,B2B platform for medical supplies,Mumbai,"Ackermans & van Haaren, HealthQuad, Rebright Partners, Toppan Printing",Series B,"15,800,000"
322,13,15/11/2019,Vogo Automotive,Last Mile Transportation,Scooter sharing app,Kormangala,"Matrix Partners, Stellaris Venture Partners, Kalaari Capital",Series B,"283,000,000 "
323,14,19/11/2019,Furtados School of Music,Education,Music Education,Tulangan, IAN Fund and DSG Consumer Partners,,"200,000,000"
324,15,25/11/2019,Paytm,FinTech,Mobile Wallet,Noida,Vijay Shekhar Sharma,Funding Round ,"1,000,000,000"
325,1,04/10/2019,Dunzo,Customer Service,Delivery Service,Bengaluru,Lightbox,Series D,"4,50,00,000"
326,2,02/10/2019,Udaan,B2B,Business development,Bengaluru,"Altimeter Capital, DST Global",Series D,"58,50,00,000"
327,3,21/10/2019,"The Man Company 
",Consumer Goods,Beauty and Grooming,Gurgaon,Ayushmann Khurana,Corporate Round,unknown
328,1,05/09/2019,FPL Technologies,FinTech,Financial Services,Pune,"Matrix Partners India, Sequoia India",Maiden Round,"4,500,000"
329,2,04/09/2019,Cashflo,FinTech,Invoice discounting platform and SME lending marketplace,Mumbai,SAIF Partners,Series A,"3,300,000"
330,3,04/09/2019,Digital F5,"Advertising, Marketing",Digital marketing firm,Mumbai,TIW Private Equity,Private Equity Round,"6,000,000"
331,4,04/09/2019,3rdFlix,SaaS,Education Technology ,Hyderabad,Exfinity Venture Partners,pre-series A,"5,000,000"
332,5,04/09/2019,75F,IoT,Building automation system,Burnsville,Breakthrough Energy Ventures,Series A,"18,000,000"
333,6,04/09/2019,Myelin Foundry,Information Technology,Deep-technology,Bengaluru,Endiya Partners,Seed,"10,00,000"
334,7,04/09/2019,Atomberg Technology,Consumer Technology,"Consumer Electronics, Home Appliances",Mumbai,A91 Partners,Series A,"10,000,000"
335,8,04/09/2019,GOQii,Health and Wellness,Wearable Fitness Bands,Menlo Park,Bennett Coleman and Company Ltd (BCCL),Series C,"450,000,000"
